Future Close (AAPL),Year,Month,Day,Open (AAPL),High (AAPL),Low (AAPL),Close (AAPL),Volume (AAPL),Open  (VGT),High (VGT),Low (VGT),Close (VGT),Volume (VGT),Open (IYW),High (IYW),Low (IYW),Close (IYW),Volume (IYW),Open (SPY),High (SPY),Low (SPY),Close (SPY),Volume (SPY),Open (AMZN),High (AMZN),Low (AMZN),Close (AMZN),Volume (AMZN),Open (MSFT),High (MSFT),Low (MSFT),Close (MSFT),Volume (MSFT),Open (GOOGL),High (GOOGL),Low (GOOGL),Close (GOOGL),Volume (GOOGL),Open (ADI),High (ADI),Low (ADI),Close (ADI),Volume (ADI),Open (QCOM),High (QCOM),Low (QCOM),Close (QCOM),Volume (TXN),Open (TXN),High (TXN),Low (TXN),Close (TXN),Volume (TXN)
5.0943,2005,5,24,5.0518,5.1213,4.9982,5.0842,165695531,5.0943,42.16,41.786,42.16,6835,43.3,43.664,43.136,43.565,74735,104.05,104.4,103.84,104.11,58541801,35.49,35.57,35.13,35.54,5915990,21.617,21.702,21.568,21.593,73285638,128.48,132.72,126.75,128,58086200,30.189,30.597,29.993,30.555,2859783,31.265,31.546,31.102,31.366,10540518,22.862,23.283,22.831,23.216,16055468
5.2173,2005,5,25,5.0737,5.1161,5.0354,5.0943,115818917,5.2173,41.956,41.647,41.918,13673,43.461,43.48,43.136,43.48,50716,103.98,104.43,103.53,104.03,55654056,35.54,35.54,35.19,35.25,3884141,21.527,21.61,21.385,21.56,44061498,126.36,130.49,125.32,130.4,36115800,30.547,30.547,29.868,30.091,2072745,31.055,31.366,30.798,31.085,8992549,23.149,23.234,22.849,23.184,10089421
5.1942,2005,5,26,5.1224,5.2427,4.9687,5.2173,146564901,5.1942,42.461,42.124,42.461,7371,43.6,44.04,43.6,43.889,58866,104.36,104.71,104.21,104.57,50000813,35.27,35.68,35.17,35.45,4787954,21.584,21.804,21.576,21.718,60315171,130.48,131.88,129.15,129.6,27093200,30.371,30.779,30.266,30.672,2077571,31.23,31.857,31.213,31.644,12543842,23.275,23.672,23.275,23.571,11207714
5.0918,2005,5,27,5.2235,5.2235,5.1238,5.1942,88153399,5.0918,42.377,42.244,42.281,4912,43.889,43.938,43.655,43.899,141748,104.58,104.75,104.37,104.75,28285839,35.2,35.55,35.15,35.5,3287047,21.652,21.877,21.644,21.861,65561829,130.23,133.02,129.62,133,24368200,30.597,30.597,30.1,30.423,1900652,31.536,31.712,31.331,31.417,5886630,23.514,23.529,23.125,23.401,7585682
5.1611,2005,5,31,5.2122,5.2173,5.0689,5.0918,112725720,5.1611,42.48,42.19,42.226,2991,43.928,43.946,43.6,43.655,159011,104.6,104.67,104.02,104.09,51576176,35.39,36.04,35.29,35.51,4920734,21.779,21.829,21.593,21.635,55010940,134.72,139.2,134.68,138.64,44473600,30.531,30.845,30.285,30.746,2919119,31.331,31.755,31.187,31.508,11351532,23.275,23.514,23.225,23.31,10599183
5.1275,2005,6,1,5.1097,5.2199,5.1047,5.1611,126666104,5.1275,42.724,42.124,42.431,3310,43.655,44.271,43.655,44.047,247902,104.13,105.35,104.06,104.98,80220046,35.44,36.99,35.44,36.5,10319795,21.551,21.804,21.475,21.644,65515220,141.6,146.44,141.01,144,70383400,30.746,31.204,30.513,30.729,2709514,31.287,32.428,31.265,32.211,18123023,23.242,23.672,23.072,23.41,10912105
4.8973,2005,6,2,5.1367,5.1635,5.0714,5.1275,104349496,4.8973,42.715,42.58,42.667,5339,44.02,44.281,44.02,44.281,269455,104.73,105.28,104.62,105.21,46472544,36.34,36.91,36.21,36.41,4777936,21.56,21.686,21.501,21.627,32477927,144.36,144.89,142.3,143.95,35948200,30.737,31.451,30.638,31.434,2885833,32.026,32.464,31.956,32.337,11196330,23.401,23.664,23.301,23.648,10002269
4.8562,2005,6,3,4.8868,4.9406,4.8369,4.8973,267013051,4.8562,42.6,42.16,42.244,8012,44.244,44.244,43.6,43.787,50502,105.02,105.33,104.3,104.65,70082917,36.5,36.5,35.32,35.59,4842765,21.544,21.644,21.251,21.323,95008563,143.4,144.65,138.71,140.13,37564600,31.327,31.882,31.187,31.409,3912017,32.438,32.565,30.088,31.787,11954464,23.545,23.773,23.377,23.596,11966600
4.6795,2005,6,6,4.9187,4.9469,4.8098,4.8562,226525416,4.6795,42.311,42.085,42.253,2457,43.73,43.759,43.424,43.646,56935,104.55,104.7,104.15,104.56,41705131,35.5,36.02,35.48,35.77,3882475,21.284,21.385,21.225,21.275,48618826,141.2,146.88,140.92,145.47,45051800,31.518,31.518,31.064,31.336,3304312,31.794,32.125,31.755,31.947,9395994,23.52,23.563,23.225,23.401,9877644
4.728,2005,6,7,4.8319,4.8319,4.6677,4.6795,208220412,4.728,42.675,42.21,42.226,4379,43.796,44.132,43.395,43.48,467175,104.88,105.63,104.55,104.64,76554832,35.95,36.2,35.29,35.35,4893325,21.233,21.661,21.225,21.394,65084082,148.55,149.79,145.15,146.56,48646000,31.5,31.899,31.037,31.071,2579872,32.108,32.187,31.407,31.498,13025109,23.529,23.831,22.879,23.007,19926747
4.8216,2005,6,8,4.6907,4.7704,4.6832,4.728,115229808,4.8216,42.328,41.972,41.991,10253,43.592,43.759,43.3,43.499,127165,104.92,105.06,104.25,104.46,57421343,35.38,35.48,34.8,34.83,5315023,21.41,21.485,21.251,21.298,54560143,146.43,146.6,139,139.78,51401800,31.634,31.675,31.187,31.292,3283208,31.679,31.712,31.164,31.222,10447566,23.514,23.783,23.251,23.529,19662679
4.5858,2005,6,9,4.7382,4.8586,4.7151,4.8216,108913865,4.5858,42.244,41.947,42.244,2562,43.48,43.814,43.227,43.787,39563,104.31,105.05,104.05,104.96,65622218,34.87,35.28,34.4,35.2,3872412,21.267,21.475,21.259,21.394,67093887,142.36,144.25,140.28,143.16,32882200,31.292,32.09,30.912,32.032,3223268,31.072,31.119,30.563,30.89,17219425,23.657,23.732,23.21,23.64,18065692
4.5974,2005,6,10,4.7895,4.7895,4.5487,4.5858,189387246,4.5974,42.338,41.872,41.981,5127,43.721,43.721,43.117,43.414,83421,105.03,105.1,104.2,104.7,41903028,35.18,35.29,34.47,34.95,3467403,21.359,21.403,21.251,21.323,47087203,143.5,143.64,140.01,141.25,25393200,32.131,32.139,31.51,31.575,4013199,30.867,30.96,30.207,30.437,19028299,23.587,23.587,22.854,23.091,14755637
4.6102,2005,6,13,4.5988,4.6884,4.5872,4.5974,121567036,4.6102,42.387,42.253,42.291,2457,43.441,43.779,43.227,43.537,29486,104.49,105.48,104.38,105.05,56824332,34.67,35.41,34.65,34.87,3912430,21.259,21.376,21.182,21.225,58558082,139.91,142.1,138.26,141.38,25606400,31.51,31.741,31.251,31.467,3838568,30.157,31.172,30.148,30.546,14049543,22.965,23.444,22.913,23.064,9921045
4.755,2005,6,14,4.6141,4.6294,4.5781,4.6102,97548419,4.755,42.253,41.963,41.972,6515,43.508,43.664,43.191,43.255,27556,104.94,105.6,104.87,105.3,39030087,34.79,35.17,34.79,35.04,3637109,21.199,21.332,21.165,21.267,54144984,139.29,140.62,138.88,139.18,20183800,31.467,31.634,31.064,31.135,2435995,30.392,30.57,29.573,29.658,22371036,23.022,23.175,22.752,22.786,14282634
4.8637,2005,6,15,4.71,4.7766,4.6487,4.755,157118398,4.8637,42.253,41.647,41.963,8437,43.405,43.592,42.856,43.499,82454,105.56,105.62,104.73,105.49,61861730,35.34,35.41,34.52,35.24,5167607,21.298,21.307,21.057,21.182,60536661,137.5,138.65,133.72,137.4,41766200,31.285,31.51,31.028,31.394,4034058,29.725,29.827,29.277,29.471,24400452,22.786,22.948,22.517,22.888,12709481
4.906,2005,6,16,4.7626,4.8768,4.7151,4.8637,154511983,4.906,42.431,42.281,42.319,4699,43.338,43.759,43.338,43.702,163837,105.49,105.97,105.35,105.76,53565469,35.2,35.81,35.16,35.58,4366897,21.132,21.157,20.922,20.998,79674139,137.13,139.15,136.54,138.72,24924800,31.459,32.189,31.344,31.89,3912017,29.353,29.683,29.353,29.565,13169947,22.736,23.109,22.736,22.957,13711213
4.8165,2005,6,17,4.9278,4.9356,4.8445,4.906,166475795,4.8165,42.58,42.301,42.431,5555,43.843,43.965,43.592,43.664,31420,105.88,106.2,104.97,105.74,61706880,35.89,36.07,35.16,35.31,4826506,21.199,21.208,20.897,20.998,108747496,139.5,140.15,137.95,140.15,20868800,32.189,32.189,31.534,31.715,2743523,30.014,30.268,29.337,29.505,24771336,22.991,23.193,22.929,23.04,20560658
4.8484,2005,6,20,4.8537,4.878,4.7961,4.8165,90687155,4.8484,42.319,42.085,42.272,4912,43.461,43.814,43.227,43.546,58008,105.48,106.15,105.37,105.76,48482844,35.05,35.97,35.04,35.69,5097511,20.956,21.199,20.906,21.057,60518586,138.04,143.84,135.86,143.35,42049400,31.715,31.715,31.344,31.434,1886180,29.301,30.107,29.252,29.769,12131833,22.888,23.487,22.854,23.31,14110934
4.9368,2005,6,21,4.8075,4.8906,4.7868,4.8484,103450911,4.9368,42.554,42.328,42.544,4059,43.693,43.889,43.471,43.833,33560,105.85,105.98,105.44,105.83,45985268,35.6,35.81,35.28,35.38,4456291,21.024,21.124,20.998,21.09,96693496,144.04,145.15,142.49,143.92,30264600,31.368,31.758,31.319,31.402,3215549,29.76,29.937,29.573,29.69,14109694,23.275,23.64,23.268,23.615,12443873
4.9803,2005,6,22,4.9098,4.9433,4.8841,4.9368,119734681,4.9803,42.742,42.508,42.675,4165,44.02,44.074,43.769,43.938,47608,106.01,106.22,105.48,105.91,53588199,35.5,35.85,35.14,35.22,2508089,21.057,21.182,20.99,21.024,72497484,144.84,146.16,144.34,144.65,20948000,31.634,31.856,31.442,31.642,1721562,29.76,29.809,29.124,29.513,14999941,23.672,23.926,23.596,23.9,14894131
4.8355,2005,6,23,4.9739,5.0943,4.9497,4.9803,188157265,4.8355,43.124,42.281,42.281,10466,44.066,44.449,43.636,43.646,190535,105.7,105.93,104.4,104.42,72108710,35.14,35.56,35.1,35.43,5309973,21.124,21.485,21.09,21.225,125508590,144,147.4,143.25,144.85,28112800,31.682,32.97,31.642,32.039,4265854,29.513,29.708,28.737,28.746,19758453,23.967,24.607,23.773,23.8,23655733
4.7512,2005,6,24,5.006,5.0099,4.8253,4.8355,115865908,4.7512,42.133,41.665,41.665,39838,43.555,43.555,42.957,42.983,88460,104.44,104.55,103.54,103.65,67944626,35.3,35.44,34.88,35.02,3689230,21.148,21.298,20.99,20.998,70321113,145.45,149,144.79,148.62,35542400,31.925,31.972,31.467,31.475,3693245,28.795,29.075,28.39,28.39,13121907,23.867,23.9,23.487,23.621,16826332
4.7781,2005,6,27,4.7217,4.8791,4.6972,4.7512,167664516,4.7781,41.61,41.252,41.42,6406,42.992,43.05,42.491,42.667,55649,103.64,104.03,103.46,103.8,58730861,34.91,35.05,34.17,34.5,4576399,20.998,21.173,20.99,21.006,73810984,149.45,152.24,146.93,152.05,35605800,31.475,31.51,30.904,30.912,3246542,28.321,28.854,28.263,28.397,10633237,23.605,23.657,23.14,23.216,12018301
4.6576,2005,6,28,4.8011,4.8138,4.76,4.7781,97962542,4.6576,41.937,41.553,41.899,10466,42.779,43.2,42.658,43.059,39991,104.02,104.74,104,104.65,48919959,34.6,34.63,33.59,33.71,7034616,21.048,21.132,20.99,21.024,63290770,153.14,154.62,151,151,38073000,31.11,31.336,30.979,31.244,2497378,28.636,28.684,28.281,28.321,14990632,23.387,24.12,23.362,23.831,18478571
4.7137,2005,6,29,4.7704,4.7754,4.6258,4.6576,126673007,4.7137,42.048,41.843,41.862,12070,43.2,43.347,43.001,43.146,48571,104.86,104.89,104.33,104.4,49427561,33.7,34.07,33.27,33.35,4814291,21.132,21.233,20.964,21.04,67154293,151.25,152.19,146.07,146.36,36597400,31.268,31.268,30.845,31.02,2359774,28.338,28.645,28.236,28.355,11215603,23.815,24.052,23.631,23.8,10532541
4.6742,2005,6,30,4.6884,4.7587,4.6499,4.7137,116551667,4.6742,41.972,41.571,41.571,4379,43.264,43.281,42.677,42.686,69054,104.72,104.81,103.62,103.82,71517780,33.47,33.56,32.93,33.09,5722621,21.006,21.082,20.813,20.829,97576465,147.17,149.46,145.52,147.07,30188800,31.054,31.327,30.813,30.938,2797313,28.459,28.498,27.899,27.908,16146622,23.74,23.951,23.615,23.672,10743723
4.8637,2005,7,1,4.7164,4.7344,4.6473,4.6742,69942386,4.8637,41.691,41.448,41.448,17730,42.973,42.973,42.696,42.799,19621,104.06,104.37,103.85,104.13,57149525,33.16,33.27,32.79,32.91,2934142,20.839,20.956,20.687,20.723,83215029,147.52,148.12,144.61,145.62,18455200,31.054,31.251,30.755,30.954,1385933,28.102,28.83,28.05,28.406,15118751,23.657,23.867,23.52,23.64,6323080
4.7882,2005,7,5,4.6871,4.8854,4.6742,4.8637,126687338,4.7882,41.972,41.392,41.908,6301,42.472,43.218,42.472,42.992,143464,104.04,105.1,103.83,104.97,59176127,33.5,34.48,33.45,34.08,7383702,20.671,21.124,20.646,20.947,73796625,146.05,147.99,145.12,147.85,14988000,30.813,31.394,30.764,31.152,3038751,28.121,28.575,27.983,28.397,12116507,23.783,24.433,22.984,24.407,13239757
4.819,2005,7,6,4.8394,4.8868,4.7637,4.7882,111345368,4.819,42.17,41.853,41.853,9719,43.011,43.49,43.011,43.097,22521,104.88,105.1,104.03,104.09,62066971,34.01,34.4,33.86,34.06,4397153,20.947,21.031,20.705,20.714,76870410,148.65,148.8,145.69,145.76,16000600,31.22,32.082,31.16,31.89,4158520,28.194,28.702,28.025,28.236,15763193,24.441,24.846,24.389,24.625,15745748
4.8984,2005,7,7,4.7125,4.8355,4.7125,4.819,107163730,4.8984,41.899,41.591,41.899,4379,42.583,43.237,42.583,43.164,47288,103.04,104.5,103.03,104.5,118541310,33.8,34.51,33.8,33.96,4252757,20.602,20.723,20.545,20.671,96317110,144.7,147.9,144.26,147.77,21344200,31.95,32.587,31.758,32.569,4864394,27.942,28.45,27.882,28.299,15325431,24.329,24.794,24.196,24.794,11798815
4.8791,2005,7,8,4.8484,4.9022,4.7985,4.8984,81121389,4.8791,42.715,42.029,42.715,5981,43.227,44.113,43.21,44.113,50396,104.52,105.7,104.29,105.7,74097316,34.11,34.75,33.85,34.74,4258666,20.654,21.066,20.654,21.04,66923731,148.12,148.75,147.02,148.12,14915200,32.521,32.752,32.339,32.744,4847746,28.281,29.456,28.186,29.378,17902276,24.794,25.116,24.676,25.089,12052214
4.8973,2005,7,11,4.9139,4.9497,4.8382,4.8791,108907602,4.8973,43.209,42.891,43.079,10786,44.226,44.487,44.132,44.449,72055,105.71,106.35,105.69,106.22,57133225,34.72,35.68,34.6,35.59,5183759,21.09,21.284,21.057,21.208,73373297,148.2,148.3,145.51,146.68,16780600,32.993,33.491,32.927,33.472,3698916,29.378,29.928,29.301,29.76,16649875,25.215,25.883,25.021,25.85,18575573
4.9111,2005,7,12,4.8959,4.9174,4.8548,4.8973,108155388,4.9111,43.64,43.116,43.519,9399,44.55,44.962,44.337,44.812,70446,106.19,106.83,105.97,106.49,59885291,35.49,36.54,35.46,36.31,5877255,21.148,21.485,21.132,21.475,75707879,146.7,147.2,145.46,145.89,11729800,33.308,33.857,33.308,33.664,4004873,29.76,29.871,29.192,29.674,16167748,25.724,25.897,25.394,25.797,17159176
5.2184,2005,7,13,4.8973,4.9304,4.8537,4.9111,214155362,5.2184,43.762,43.472,43.733,10786,44.85,45.128,44.767,45.075,74735,106.5,106.73,106.26,106.65,47405204,36.2,36.55,36.19,36.51,3202823,21.376,21.593,21.367,21.518,53593769,146.26,149.62,146.05,149.43,22875800,33.541,33.708,33.399,33.583,3947834,29.674,29.715,29.421,29.522,13811983,25.724,25.85,25.418,25.833,12407230
5.3209,2005,7,14,5.2275,5.38,5.1519,5.2184,584584424,5.3209,44.223,43.94,44.033,24564,45.54,45.633,45.232,45.37,218950,107.09,107.55,106.7,107.09,74355821,36.51,37.42,36.51,37.19,5865260,21.635,21.886,21.627,21.779,82886179,152.67,153.38,150.04,150.44,21335400,33.788,34.327,33.374,33.914,4162260,29.588,29.979,29.573,29.886,14458925,26.019,26.192,25.814,25.949,12751813
5.3134,2005,7,15,5.2314,5.3235,5.1816,5.3209,191832481,5.3134,44.052,43.772,44.023,8437,45.26,45.522,45.148,45.328,116872,106.97,107.19,106.58,107.02,64440233,37.43,37.5,36.75,37.15,5209221,21.837,21.886,21.593,21.627,67352314,150.62,151.7,149.89,150.6,16876800,33.83,33.897,33.334,33.541,3869081,30.014,30.175,29.624,30.08,15749088,25.805,26.003,25.587,25.94,9697644
5.5308,2005,7,18,5.3147,5.3915,5.298,5.3134,163840286,5.5308,43.968,43.772,43.826,12176,45.37,45.37,45.12,45.232,73770,106.71,106.83,106.31,106.57,65265797,36.95,37.19,36.76,37.19,2973488,21.56,21.627,21.426,21.426,47308939,150,150.95,148.88,149.77,12415600,33.359,33.391,33.043,33.366,2526203,29.843,30.014,29.69,29.69,11778194,25.833,26.162,25.724,26.138,7207301
5.5874,2005,7,19,5.3339,5.5363,5.2596,5.5308,187248178,5.5874,44.604,43.809,44.567,80212,45.467,46.025,45.222,45.978,137245,106.91,107.25,106.63,107.17,68316082,37.38,38.17,36.69,38.17,5846097,21.635,22.012,21.593,21.938,135303105,151.05,155.18,150.9,154.95,25242800,33.623,33.98,33.29,33.954,1635575,29.878,30.291,29.402,30.268,11763044,26.146,26.352,26.04,26.296,12701064
5.5437,2005,7,20,5.4902,5.609,5.4619,5.5874,126658581,5.5437,44.485,43.865,44.485,8437,45.26,45.958,45.111,45.831,49858,106.8,107.79,106.52,107.55,79903226,37.49,38.25,37.3,38.17,6382300,21.804,21.996,21.702,21.962,86038324,152.78,156.3,150.9,156,28620800,33.748,34.31,33.382,34.263,3251126,29.971,30.579,29.8,30.511,22685524,25.891,26.574,25.731,26.564,16082862
5.6347,2005,7,21,5.6025,5.6398,5.494,5.5437,113082587,5.6347,44.445,44.023,44.023,6942,45.784,45.784,45.337,45.345,75487,107.64,107.69,106.68,106.92,115699479,38.96,39.75,37.76,37.95,11068955,22.047,22.207,21.962,22.171,136014868,157.02,158.9,155.6,156.97,39578800,34.263,34.263,33.708,33.881,3681787,31.671,33.224,31.6,32.979,57766229,26.398,26.431,25.805,26.04,16902221
5.6103,2005,7,22,5.5631,5.6347,5.5566,5.6347,84157752,5.6103,44.248,43.865,44.052,16662,45.467,45.625,45.12,45.39,39781,107.06,107.65,106.83,107.64,64206868,37.89,38.23,37.24,37.95,5874900,21.804,22.088,21.492,21.537,119105233,153.18,154.62,148.16,151.2,46773600,33.897,34.263,33.45,33.757,2844344,32.837,33.386,32.642,33.224,20581505,26.074,26.296,25.663,25.94,12509682
5.5874,2005,7,25,5.6374,5.6706,5.6,5.6103,82264050,5.5874,44.174,43.818,43.818,12924,45.39,45.559,45.093,45.176,58008,107.52,107.97,107.03,107.33,66117186,38,39.04,37.85,37.95,5469979,21.551,21.718,21.509,21.544,53898293,151.2,151.65,147.48,147.93,19317600,33.771,34.063,33.466,33.59,1767510,32.972,33.513,32.921,33.216,16070134,26.146,26.2,25.771,25.805,14603028
5.6334,2005,7,26,5.6347,5.6487,5.5528,5.5874,74921649,5.6334,44.127,43.894,44.098,5339,45.4,45.485,45.176,45.418,59509,107.36,107.64,106.59,107.47,49190058,38.23,38.75,37.72,37.74,15527322,21.56,21.584,21.41,21.418,61980465,147.5,149,146.04,148.04,19633800,33.848,33.848,33.433,33.664,2877267,33.285,33.607,33.105,33.429,14554367,26.937,27.424,26.658,27.232,36899285
5.609,2005,7,27,5.6025,5.6438,5.4645,5.6334,79149666,5.609,44.239,43.79,44.165,5766,45.242,45.642,45.103,45.512,40209,107.61,107.92,107.2,107.85,51957507,41.97,43.74,41.84,43.65,46094664,21.485,21.635,21.41,21.568,69288586,148.87,149.12,146.2,148.46,14435800,33.466,33.614,32.263,33.14,4808795,33.252,34.046,33.233,33.945,18951925,27.241,27.315,26.591,26.818,15879619
5.4619,2005,7,28,5.6322,5.6347,5.5449,5.609,70852736,5.4619,44.294,44.052,44.294,5874,45.54,45.671,45.328,45.605,29057,108.01,108.57,107.72,108.51,55613996,43.48,45.81,43.37,45.68,25147800,21.584,21.678,21.518,21.593,53699260,148.71,148.71,146.64,146.75,11851200,33.149,33.317,32.752,33.101,2450107,33.815,33.969,33.429,33.631,16257699,26.608,26.86,26.313,26.742,12338812
5.4746,2005,7,29,5.5834,5.6836,5.4118,5.4619,157219733,5.4746,44.267,43.94,44.042,12283,45.559,45.615,45.279,45.39,49646,108.37,108.56,107.61,107.8,71683646,45.31,45.75,44.61,45.15,10541727,21.61,21.804,21.458,21.475,71603929,146.07,146.42,143.5,143.88,16726600,32.97,33,32.363,32.505,3991970,33.646,33.945,33.326,33.377,15081073,26.658,27.028,26.439,26.786,14461447
5.5308,2005,8,1,5.4553,5.5172,5.3888,5.4746,88075776,5.5308,44.276,44.033,44.165,4165,45.457,45.576,45.309,45.39,41495,107.89,108.05,107.56,107.73,49291647,44.81,45.19,44.35,44.93,7128145,21.652,21.846,21.602,21.735,73163267,144.06,146.25,144.05,145.8,11324800,32.545,32.735,32.197,32.389,3003417,33.152,33.411,32.82,32.972,11022918,26.971,27.089,26.794,26.894,9547646
5.5348,2005,8,2,5.4927,5.5707,5.4567,5.5308,82918991,5.5348,44.586,44.193,44.567,17837,45.4,46.052,45.4,45.92,78595,107.91,108.54,107.8,108.35,53082783,44.9,46.97,44.88,46.51,10840081,21.735,22.558,21.694,22.482,164006837,145.8,149.76,145.56,149.6,14580400,33,34.169,32.814,33.763,6337277,32.979,33.673,32.903,33.521,11639763,27.072,27.611,26.987,27.543,11704074
5.4695,2005,8,3,5.5308,5.5464,5.4772,5.5348,72951250,5.4695,44.783,44.558,44.717,7048,45.736,46.187,45.736,46.071,49751,108.23,108.67,108.12,108.65,42700349,46.01,46.18,45.84,46.11,4842301,22.432,23.001,22.416,22.851,167141699,149,149.86,147.8,148.65,11861200,32.545,33.06,31.925,31.989,8809567,33.243,33.815,33.16,33.758,11448269,27.282,27.712,27.282,27.408,10475387
5.5052,2005,8,4,5.504,5.5065,5.4154,5.4695,76184388,5.5052,44.66,44.304,44.38,8758,45.904,46.081,45.605,45.746,44070,108.21,108.27,107.66,107.79,58593802,45.55,45.77,45.42,45.46,4978190,22.758,23.062,22.683,22.91,109772620,147.78,149.5,147.62,148.86,10473000,31.634,31.823,31.204,31.213,4165635,33.394,33.75,33.224,33.447,9561554,27.18,27.265,26.818,26.903,14519668
5.4619,2005,8,5,5.4454,5.5528,5.3813,5.5052,67611269,5.4619,44.34,44.156,44.248,5981,45.605,45.764,45.418,45.605,25948,107.56,108,106.87,107.06,61656486,45.23,45.71,45.17,45.27,4954649,22.86,23.427,22.851,23.277,98087558,148.75,149.26,145.66,146.18,11879400,31.178,31.301,30.714,30.804,4059269,33.243,33.572,32.955,33.105,8710451,26.903,26.937,26.296,26.406,14889034
5.6116,2005,8,8,5.5065,5.5389,5.4567,5.4619,49312217,5.6116,44.35,43.884,43.884,11107,45.559,45.698,45.214,45.25,62082,107.31,107.52,106.6,106.85,55376383,45.26,45.9,45.26,45.66,4455551,23.313,23.347,22.709,22.752,92145399,146.8,147.82,145.24,145.62,8963600,30.929,31.244,30.721,31.004,3567700,33.105,33.545,33.041,33.142,8366482,26.481,26.818,26.37,26.591,10394277
5.5554,2005,8,9,5.5052,5.6207,5.4949,5.6116,108057501,5.5554,44.294,44.042,44.098,9613,45.447,45.774,45.409,45.485,138962,107.21,107.68,107.05,107.51,54552656,45.76,46.44,45.75,45.93,4594351,22.825,23.069,22.648,22.935,77818255,145.98,146.34,144.26,145.78,11558600,31.087,31.409,30.945,31.093,3045746,33.308,33.403,32.642,32.777,11067688,26.617,27.528,26.599,27.417,19560349
5.6347,2005,8,10,5.6347,5.6848,5.5464,5.5554,101379479,5.6347,44.398,43.536,43.658,12176,45.586,45.793,44.868,45.093,44498,107.88,108.45,107,107.46,83932209,45.39,45.57,44.59,44.76,10165309,23.001,23.062,22.515,22.601,76978579,145.65,146.16,142.44,142.84,13758000,31.227,31.5,30.681,30.771,3252938,33.419,33.994,33.088,33.152,21361516,27.332,27.829,27.291,27.433,15632628
5.9036,2005,8,11,5.5566,5.6499,5.5389,5.6347,76003131,5.9036,43.958,43.574,43.94,4592,44.971,45.289,44.924,44.999,43639,107.4,108.04,107.16,107.88,67596931,44.62,45.21,44.5,45.21,5858388,22.632,22.893,22.55,22.869,58348304,142.94,143.29,140.31,142.02,15029800,31.551,31.865,31.16,31.856,3898146,33.403,34.359,33.354,34.221,23860398,27.258,27.62,27.114,27.595,12765331
6.1059,2005,8,12,5.5657,5.9191,5.5528,5.9036,260130637,6.1059,43.63,43.265,43.519,5981,44.776,44.887,44.533,44.721,57898,107.66,107.76,106.94,107.21,62921117,44.63,45.72,44.05,44.2,6611407,22.7,22.758,22.558,22.683,64239045,141.68,145.1,140.82,144.86,13171800,31.551,31.575,30.449,30.889,4728955,33.9,34.495,33.833,34.486,14935413,27.408,27.408,26.733,26.811,14524883
5.9228,2005,8,15,5.9623,6.1894,5.9488,6.1059,303022029,5.9228,43.985,43.37,43.865,7796,44.721,45.185,44.588,45.075,33026,107.36,107.91,107.01,107.88,41587242,43.93,45.35,43.88,45.04,5521725,22.64,22.893,22.381,22.752,54776868,144.9,146.38,141.88,142,16349400,30.83,31.377,30.681,31.152,2963984,34.204,35.281,34.19,35.051,16294403,26.708,27.315,26.625,27.155,9965271
6.0381,2005,8,16,6.0715,6.0829,5.9177,5.9228,150163756,6.0381,43.724,43.181,43.303,16342,44.915,44.962,44.365,44.607,60047,107.55,107.63,106.34,106.45,82960976,44.9,44.94,44.2,44.27,3625055,22.674,22.758,22.39,22.425,56165274,142.44,143.9,141.67,142.82,14218400,31.093,31.093,30.547,30.697,2224221,35.051,35.059,33.793,34.028,18987235,26.987,27.063,26.811,26.894,9130495
5.9292,2005,8,17,5.9522,6.0753,5.9383,6.0381,141460054,5.9292,43.818,43.398,43.742,14526,44.663,45.111,44.663,44.924,42782,106.43,107.05,106.29,106.44,71758949,44.19,44.43,44.12,44.12,3050321,22.496,22.767,22.355,22.601,62711589,142.76,143.28,142,142.55,7766600,30.755,30.92,30.539,30.714,2314551,34.028,34.284,33.646,33.919,12181387,26.894,27.34,26.894,27.147,11547670
